,lr_coef,rf_importance
SRP9,6.760704073887923e-05,0.0
NOP10,0.0034714735663857227,0.0
WBSCR22,0.0009389208731393052,0.0
LOC729966,-0.00038893069075161786,0.0
LRRC59,-0.000981539612642818,0.0
DBI,0.0010427033660440487,0.0
TXN,0.0028635519405408308,0.0
MDH2,0.00031235773128713553,0.0
GPRC5D,0.004612208722249342,0.0
HIST1H1C,0.0026897680269813897,0.0
GYPC,-0.0006631969605205265,0.0
DYNLRB1,-0.0006623174666645871,0.0
DNAJA1,-0.0017776014413956865,0.0
NDUFS5,0.0021944559732487443,0.0
MDH1,0.00164829676270735,0.0
SYNGR2,0.0002760634730504001,0.0
LARP1,0.0038757257706816457,0.000303191489361702
TCEA1,-0.0012072560887065598,0.0
PLP2,0.0007574310495168084,0.0
ATP6V1G2-DDX39B,-0.00019682748989743374,0.0
SRP72,-0.0006808765216138264,0.0
TMEM230,0.001643102802416989,0.0
UXT,0.0023301808887532583,0.0
TPI1,0.0012014604738299019,0.0
MARS,-0.0026343476699893734,0.0
ERH,-0.0006301432117118261,0.0
SPTBN1,0.002809573061890567,0.0
CCR2,-0.0019256681644465696,0.0
MIR7110,-0.0019688934017229017,0.0
SDF4,-0.000153118020318364,0.0
ATP2A2,-0.0033182632864442096,0.0
PSMB3,0.0050698197099166,0.0014041733547351522
KIAA0391,0.0008756336178469342,0.0
RAP1B,-0.00012931489193866296,0.0
BCL2L2,-0.0020724289356577855,0.0
LRP10,0.0038325819035715963,0.0
TBCA,0.0028327326310926644,0.00010243594243594254
MIR4745,0.0018292036072527882,0.0
HMGN3,0.001777766360241644,0.0
RER1,5.317711242356011e-05,0.0
STAU1,-0.0028095942426752097,0.0
C9orf16,0.0005737496551913614,0.0
FKSG49,-0.0020183636839164565,0.0
WDR83OS,0.004596127326258816,0.0
ATP5J,0.0023800755550072426,0.0
